id,output
2060,(ORDER (PIZZAORDER (SIZE small ) (TOPPING green ) (TOPPING olives ) (TOPPING tuna ) ) (DRINKORDER ) )
2061,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING sausage ) ) )
2062,(ORDER (PIZZAORDER (NUMBER ten med ) ) (PIZZAORDER (TOPPING chard ) ) )
2063,(ORDER (PIZZAORDER (NUMBER 15 ) (SIZE personal ) (TOPPING bbq suce ) (TOPPING cheese ) ) )
2064,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER two ) (TOPPING vegan pepperoni ) (TOPPING chicken ) (TOPPING adding light ) (TOPPING cheese ) ) )
2065,(ORDER (PIZZAORDER (NUMBER a ) (STYLE lrge ) (TOPPING artichokes ) ) )
2066,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE med ) (TOPPING bacon ) (TOPPING mushrooms ) ) )
2067,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING meatball ) (TOPPING chese ) ) )
2068,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE xl ) (TOPPING chicken ) (TOPPING ham ) ) )
2069,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (STYLE sie ) (TOPPING chard ) (TOPPING vegetarian ) (TOPPING pineapple ) ) )
2070,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING sriracha ) (TOPPING sauce ) (TOPPING pineapple ) ) )
2071,(ORDER (PIZZAORDER (NUMBER has ) (SIZE medium size ) (NOT (TOPPING green ) ) (TOPPING parsley ) ) )
2072,(ORDER (PIZZAORDER (SIZE arugula ) ) )
2073,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE balsamic glaze ) (TOPPING ize ) (TOPPING mushroos ) (TOPPING jalapenos ) ) )
2074,(ORDER (PIZZAORDER (NUMBER 2 ) (TOPPING roasted red onion ) (TOPPING red onions ) ) )
2075,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING italian sausage ) ) (TOPPING roasted red onion ) (TOPPING vggies ) ) )
2076,(ORDER (PIZZAORDER (NUMBER a ) (STYLE lage ) ) )
2077,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER hawaiian ) (SIZE personal ) (TOPPING cheese ) ) )
2078,(ORDER (PIZZAORDER (NUMBER ccumber ) (STYLE margarita ) (TOPPING bacon ) ) )
2079,(ORDER (PIZZAORDER (STYLE margarita ) (COMPLEX_TOPPING (QUANTITY just ) (TOPPING small ) ) ) )
2080,(ORDER (DRINKORDER (NUMBER a ) ) )
2081,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE medium size ) (TOPPING bacon ) (TOPPING salmon ) ) )
2082,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (TOPPING spinach ) ) )
2083,(ORDER (DRINKORDER (NUMBER ten ) ) )
2084,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium size ) (TOPPING ham ) ) )
2085,(ORDER (PIZZAORDER (SIZE medium pizzas ) (STYLE both ) (TOPPING roasted red onion onions ) (TOPPING pesto ) ) )
2086,(ORDER (PIZZAORDER (NUMBER seven ) (SIZE medium size ) (TOPPING peas ) (TOPPING peto sauce ) ) )
2087,(ORDER (PIZZAORDER (NUMBER 1 ) (TOPPING cherry tomatoes cheese ) (TOPPING green pepper ) ) )
2088,(ORDER (PIZZAORDER (NUMBER a ) (SIZE mdium size ) (STYLE new york style cucumber ) (TOPPING sweet ) ) )
2089,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE medium size ) (STYLE smoked salmon ) ) (PIZZAORDER (TOPPING dried tomatoes ) (TOPPING double cheese ) ) )
2090,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER 1 ) (TOPPING balsamic glaze ) (TOPPING cheese ) (TOPPING not olives ) ) )
2091,(ORDER (PIZZAORDER (STYLE med ) (TOPPING 7 ) (TOPPING red peppers green ) (TOPPING black ) (TOPPING olive ) ) )
2092,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium sized ) (TOPPING onion ) ) )
2093,(ORDER (PIZZAORDER (NUMBER one ) (STYLE stuffed crust ) (STYLE veggie ) (TOPPING garlic ) (TOPPING powder ) ) )
2094,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING tuna ) (TOPPING olives ) ) )
2095,(ORDER (PIZZAORDER (NUMBER a ) (STYLE deep dish ) (TOPPING mushroom ) (TOPPING chicken toppings ) ) (DRINKORDER ) )
2096,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY a ) (TOPPING hams ) ) ) (PIZZAORDER ) (PIZZAORDER ) )
2097,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING tuna ) ) )
2098,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (STYLE peas ) (TOPPING mushy ) (TOPPING mushroom ) ) )
2099,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large size ) (STYLE chicago style ) (TOPPING pepperoni ) ) )
2100,(ORDER (PIZZAORDER (NUMBER a ) (STYLE lnch ) (TOPPING duck ) (TOPPING onions ) ) )
2101,(ORDER (PIZZAORDER ) (PIZZAORDER (STYLE mood ) (TOPPING xl ) (TOPPING pepperonis ) (TOPPING roasted eggplant ) ) )
2102,(ORDER (PIZZAORDER (NUMBER 8 ) (SIZE medium size ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING light sauce ) ) ) )
2103,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE large size ) (TOPPING cherry tomatoes ) (TOPPING arugula ) ) )
2104,(ORDER (PIZZAORDER (NUMBER fourteen ) (TOPPING cheese ) (TOPPING jalepenos ) (TOPPING tomatoe sauce ) ) )
2105,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE medium ) (STYLE sze ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING black olive ) ) (TOPPING heavy ) ) )
2106,(ORDER (PIZZAORDER (NUMBER 11 ) (SIZE extra large ) (TOPPING roasted red pppers ) (TOPPING bubble tea ) ) )
2107,(ORDER (PIZZAORDER (STYLE dried tomatoes ) (TOPPING sun ) (TOPPING lemon zest ) ) )
2108,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE big ) ) )
2109,(ORDER (PIZZAORDER ) (PIZZAORDER ) )
2110,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING oegano ) (TOPPING hot ) (TOPPING peppers onions ) (TOPPING bacon ) ) (DRINKORDER (SIZE medium ) (CONTAINERTYPE four ) ) )
2111,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING mexican ) ) )
2112,(ORDER (PIZZAORDER (NUMBER only ) (SIZE med ) (TOPPING chorizo ) ) )
2113,(ORDER (PIZZAORDER ) (PIZZAORDER (COMPLEX_TOPPING (QUANTITY a ) (TOPPING oregano ) ) (TOPPING parsley ) (TOPPING feta ) ) )
2114,(ORDER (PIZZAORDER (STYLE medim sized ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING duck ) ) (TOPPING roasted red onion ) ) )
2115,(ORDER (PIZZAORDER (SIZE a large size ) (STYLE glaze jalepenos ) (TOPPING balsamic ) (TOPPING mushroom ) ) )
2116,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (TOPPING peppers ) (TOPPING cheeseburger ) (TOPPING pesto ) ) )
2117,(ORDER (PIZZAORDER (STYLE just twele ) (TOPPING meatball onions ) ) )
2118,(ORDER (PIZZAORDER (SIZE medium ) (TOPPING oregano ) (TOPPING sausage ) (TOPPING mushrooms ) ) )
2119,(ORDER (PIZZAORDER (NUMBER three ) (SIZE extra large ) (TOPPING meatball ) (TOPPING cumin ) ) )
2120,(ORDER (PIZZAORDER ) (PIZZAORDER (STYLE total ) (TOPPING pesto sauce ) (TOPPING salami ) ) (PIZZAORDER ) )
2121,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE xl ) (TOPPING bacon ) (TOPPING tuna ) ) )
2122,(ORDER (PIZZAORDER (NUMBER a ) (STYLE med tofu tomao sauce ) ) (PIZZAORDER ) )
2123,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE medium size ) (TOPPING pineapple ) ) )
2124,(ORDER (PIZZAORDER (NUMBER a ) (STYLE which ) (COMPLEX_TOPPING (QUANTITY has ) (TOPPING olives ) ) (TOPPING apple ) ) )
2125,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING parsley ) (TOPPING pineapple ) ) )
2126,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING caramelized onions ) (TOPPING oregano ) ) )
2127,(ORDER (PIZZAORDER (NUMBER 5 ) (SIZE extra large ) (STYLE crust ) (TOPPING banana eppers ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING olives cheese ) ) ) )
2128,(ORDER (PIZZAORDER ) (DRINKORDER (NUMBER a ) ) )
2129,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE large ) (STYLE crust ) (NOT (COMPLEX_TOPPING (QUANTITY a ) (TOPPING onions ) ) ) ) )
2130,(ORDER (PIZZAORDER (NUMBER 1 ) (STYLE tuna ) ) )
2131,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (STYLE persnal veggies lover ) (TOPPING green peppers ) ) )
2132,(ORDER (PIZZAORDER (SIZE extra arge ) (TOPPING sausage ) ) )
2133,(ORDER (PIZZAORDER (NUMBER 3 ) (SIZE lage ) (TOPPING onions ) (TOPPING broccoli ) ) )
2134,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium sized ) (TOPPING feta ) (TOPPING pickles ) ) )
2135,(ORDER (PIZZAORDER (SIZE med ) (TOPPING vegan pepperoni ) (TOPPING mushrooms ) ) )
2136,(ORDER (PIZZAORDER (NUMBER a ) (STYLE york style ) (STYLE owder ) (COMPLEX_TOPPING (QUANTITY new ) (TOPPING garlic ) ) ) )
2137,(ORDER (PIZZAORDER (NUMBER do ) (TOPPING spinach ) ) (PIZZAORDER ) )
2138,(ORDER (PIZZAORDER (NUMBER 1 ) ) (PIZZAORDER (SIZE large ) ) )
2139,(ORDER (PIZZAORDER ) (PIZZAORDER (STYLE med ) ) (DRINKORDER (DRINKTYPE sprite ) ) )
2140,(ORDER (PIZZAORDER (SIZE meium size ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING leks ) ) ) )
2141,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl size ) (TOPPING arugula ) (TOPPING beef ) ) )
2142,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (SIZE a ) (STYLE lot ) (TOPPING pesto sauce ) (TOPPING pesto ) ) )
2143,(ORDER (PIZZAORDER (NUMBER a ) (STYLE mdium ) (TOPPING ground beef ) (TOPPING sweet ) ) (PIZZAORDER ) )
2144,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING salami ) (TOPPING black olives ) ) (DRINKORDER (NUMBER two ) (SIZE small ) ) (DRINKORDER (DRINKTYPE smoothies ) ) )
2145,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE xl ) (TOPPING parmasean ) ) (PIZZAORDER (TOPPING green olives ) ) )
2146,(ORDER (PIZZAORDER (NUMBER two ) (STYLE xl ) (TOPPING arugula ) (TOPPING leeks ) ) )
2147,(ORDER (PIZZAORDER (NUMBER a ) (STYLE lage ) (STYLE oregao ) (TOPPING potatoes ) ) )
2148,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE xl ) (TOPPING olives ) (TOPPING onions ) ) )
2149,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (NUMBER of ) (SIZE a exra large ) (TOPPING chicken ) (TOPPING pineapple ) ) )
2150,(ORDER (PIZZAORDER (NUMBER one ) (STYLE xl ) (TOPPING bacon ) (TOPPING sauce ) (TOPPING sausage anchovies ) ) )
2151,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING smal ) (TOPPING onions ) (TOPPING gorgonzola ) ) (PIZZAORDER ) )
2152,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE vegan ) (TOPPING on ) (TOPPING roasted ) (TOPPING tomatoes ) (TOPPING mushrooms ) ) )
2153,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING feta ) (TOPPING cheese ) (TOPPING ham ) ) )
2154,(ORDER (PIZZAORDER (NUMBER fifteen ) (SIZE medium size ) (TOPPING red cabbage ) ) )
2155,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING pepperoni ) (TOPPING parsley ) ) )
2156,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE large ) (TOPPING feta ) (TOPPING hummus ) ) )
2157,(ORDER (PIZZAORDER (NUMBER four ) (COMPLEX_TOPPING (QUANTITY three ) (TOPPING banana pepper pepsis ) ) ) )
2158,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING gorgonzola ) (TOPPING cucmber ) ) )
2159,(ORDER (PIZZAORDER (NUMBER 14 ) (SIZE extra large ) ) (PIZZAORDER ) (PIZZAORDER (TOPPING black ) (TOPPING olives ) (TOPPING peppers ) ) )
2160,(ORDER (PIZZAORDER (NUMBER onion ) (SIZE small ) (COMPLEX_TOPPING (QUANTITY a bunch of ) (TOPPING bell peppers ) ) ) )
2161,(ORDER (PIZZAORDER (NUMBER a ) (STYLE personl ) (TOPPING bail ) (TOPPING onions ) ) )
2162,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING lettuce ) ) )
2163,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING garlic ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING spinach ) ) ) )
2164,(ORDER (PIZZAORDER (TOPPING sauce ) ) )
2165,(ORDER (PIZZAORDER (SIZE a ) (STYLE ham ) (STYLE potates ) (TOPPING xl ) (TOPPING sweet ) ) )
2166,(ORDER (PIZZAORDER (NOT (TOPPING beef ) ) ) (PIZZAORDER ) )
2167,(ORDER (DRINKORDER ) (DRINKORDER (DRINKTYPE cokes ) ) )
2168,(ORDER (PIZZAORDER (STYLE luch everything ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING ricotta cheese ) ) (TOPPING pepperoni ) ) )
2169,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE xl ) (NOT (TOPPING tuna ) ) (TOPPING ham ) ) )
2170,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE lunch ) (TOPPING leeks ) ) )
2171,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE sze mint ) (TOPPING buffal sauce ) ) (DRINKORDER (DRINKTYPE cherry ) ) (DRINKORDER (DRINKTYPE pepsi ) ) )
2172,(ORDER (PIZZAORDER (SIZE large ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING sauce ) ) ) )
2173,(ORDER (PIZZAORDER (NUMBER twelve ) (SIZE small ) (TOPPING peppers ) (TOPPING gruyere cheese ) ) )
2174,(ORDER (PIZZAORDER (SIZE large size ) (STYLE new york ) ) (PIZZAORDER ) )
2175,(ORDER (DRINKORDER (SIZE medium ) ) (DRINKORDER (DRINKTYPE doctor ) ) (DRINKORDER (DRINKTYPE pepper ) ) )
2176,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE beef ) (TOPPING xl ) (TOPPING pesto ) (TOPPING lght cheese ) ) )
2177,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING pepperoni ) ) )
2178,(ORDER (PIZZAORDER (SIZE extralarge ) (COMPLEX_TOPPING (QUANTITY five ) (TOPPING red ) ) (TOPPING cabbage ) (TOPPING roasted red peppers ) ) )
2179,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING cheddar cheese ) (TOPPING bacon ) ) )
2180,(ORDER (PIZZAORDER (STYLE bit ) ) (PIZZAORDER (COMPLEX_TOPPING (QUANTITY little bit ) (TOPPING pepperoni mushrooms ) ) ) )
2181,(ORDER (PIZZAORDER ) (PIZZAORDER (TOPPING cust ) ) )
2182,(ORDER (PIZZAORDER (SIZE mediu sized ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING mushrooms ) ) (TOPPING apple ) (TOPPING sausage ) (TOPPING light cheese ) ) )
2183,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING ham ) (TOPPING duck ) ) )
2184,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING roasted garlic ) (TOPPING red onions ) ) )
2185,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (STYLE gruyere cheese ) ) (DRINKORDER (SIZE extra ) ) (DRINKORDER (DRINKTYPE mountain ) ) (DRINKORDER (DRINKTYPE dews ) ) )
2186,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium size ) (STYLE high rise ) ) )
2187,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE medium ) (STYLE sie ) (TOPPING cheese ) (TOPPING peppers ) ) )
2188,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (NUMBER fourteen ) (SIZE small ) (TOPPING humus ) (TOPPING mushrooms ) ) )
2189,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE large size ) ) (PIZZAORDER (TOPPING artichokes ) (TOPPING grilled chicken ) ) )
2190,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER ten ) (TOPPING arugula ) (TOPPING spicy red sauce ) ) (PIZZAORDER ) )
2191,(ORDER (PIZZAORDER (STYLE fifeen ) (TOPPING galic ) (TOPPING powder ) (TOPPING onions ) ) )
2192,(ORDER (PIZZAORDER (NUMBER a ) (STYLE xl gruyere ) (TOPPING tuna ) ) )
2193,(ORDER (PIZZAORDER ) (PIZZAORDER (TOPPING hummus ) ) )
2194,(ORDER (PIZZAORDER (TOPPING sweet ) (TOPPING corn ) (TOPPING carrots ) ) )
2195,(ORDER (PIZZAORDER (NUMBER 1 ) (STYLE basil ) (TOPPING xl ) (TOPPING chicken ) ) )
2196,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium sized ) ) )
2197,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING garlic powder ) ) )
2198,(ORDER (PIZZAORDER (NUMBER 13 ) (SIZE lunch ) (TOPPING mint ) (TOPPING green bell peppers ) ) )
2199,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE lunch ) (STYLE hummus ) (TOPPING tomatoes double ) ) )
2200,(ORDER (PIZZAORDER (SIZE medium ) (TOPPING tuna ) (TOPPING sausage ) ) )
2201,(ORDER (PIZZAORDER (SIZE medium ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING roasted garlic ) ) (TOPPING cumin ) (COMPLEX_TOPPING (QUANTITY tiny bit of ) (TOPPING red cabbage ) ) ) )
2202,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium sized ) (TOPPING grilled roasted red onion ) (TOPPING roasted red onion ) ) (PIZZAORDER ) (PIZZAORDER (NUMBER a ) ) )
2203,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER 1 ) (SIZE personal ) (TOPPING carrots ) (TOPPING ham ) (TOPPING olives ) ) )
2204,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING sauteedspinach ) (TOPPING drizze ) ) )
2205,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING pesto ) (NOT (TOPPING green ) ) ) )
2206,(ORDER (PIZZAORDER (NUMBER have ) (SIZE large size ) (STYLE could ) (TOPPING green pepper ) (TOPPING if ) (TOPPING pepperoni ) (TOPPING pineapple ) ) (PIZZAORDER ) )
2207,(ORDER (PIZZAORDER (NUMBER two ) (SIZE extra large ) (TOPPING red cabbage ) (TOPPING meatball ) ) )
2208,(ORDER (PIZZAORDER (SIZE large ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING oive ) ) (TOPPING pineapple ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
2209,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE medium sized ) (STYLE mxican ) ) (PIZZAORDER (NUMBER 1 ) ) )
2210,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING sausage ) (TOPPING balsamic glaze ) ) )
2211,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) ) (PIZZAORDER (TOPPING pesto ) ) )
2212,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING feta ) (TOPPING corn ) ) )
2213,(ORDER (DRINKORDER (NUMBER 1 ) ) (DRINKORDER (SIZE extra ) ) )
2214,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING salmon ) (TOPPING prawns ) (TOPPING lettuce ) ) )
2215,(ORDER (PIZZAORDER (NUMBER a ) (STYLE luch leeks ) (TOPPING sauce ) (TOPPING green peppers ) ) )
2216,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large size ) (TOPPING pesto ) (TOPPING bacon ) ) )
2217,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE margarita ) (TOPPING peas ) (TOPPING mushrooms ) ) )
2218,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE lunh ) (TOPPING sweet ) (TOPPING corn ) (TOPPING bacon ) ) )
2219,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER one ) (SIZE lunch ) (TOPPING black ) (TOPPING olives ) ) )
2220,(ORDER (PIZZAORDER (NUMBER a ) (STYLE bacon ) (STYLE not ) (TOPPING xl ) (TOPPING peppers ) ) )
2221,(ORDER (PIZZAORDER (NUMBER a ) (STYLE stuff crust cmin ) (TOPPING pesto ) ) )
2222,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING lamb ) ) )
2223,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY gluten free crust ) (TOPPING pineapple ) ) (TOPPING onions ) ) )
2224,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING yellow pepers ) (TOPPING bacon ) (COMPLEX_TOPPING (QUANTITY a lot ) (TOPPING pepperoni ) ) ) )
2225,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING favor ) ) (PIZZAORDER (TOPPING up ) (TOPPING pine ) (TOPPING apple ) (TOPPING beef ) ) )
2226,(ORDER (PIZZAORDER (SIZE large size ) (COMPLEX_TOPPING (QUANTITY 1 ) (TOPPING black olive ) ) (TOPPING chicken ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
2227,(ORDER (PIZZAORDER (NUMBER a ) (STYLE lare tofu ) ) (PIZZAORDER ) )
2228,(ORDER (PIZZAORDER (SIZE lunch ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING black beans ) ) (COMPLEX_TOPPING (QUANTITY more ) (TOPPING banana peppers ) ) ) )
2229,(ORDER (PIZZAORDER (NUMBER the ) (SIZE a ) (STYLE sall ) (TOPPING feta zucchini ) (TOPPING mushrooms ) ) )
2230,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE veggie ) (TOPPING caramelized onions ) (TOPPING fresh green olives ) ) )
2231,(ORDER (PIZZAORDER (TOPPING canadian bacon ) (TOPPING tofu ) ) )
2232,(ORDER (PIZZAORDER (NUMBER two ) (SIZE personal ) (TOPPING roasted garlic ) ) (PIZZAORDER ) )
2233,(ORDER (PIZZAORDER (SIZE a lunch ) (TOPPING mushroom ) (TOPPING beef ) ) )
2234,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE medium size ) (TOPPING sauce ) (TOPPING sauce ) ) )
2235,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE sizd ) (TOPPING roasted tomatos ) (TOPPING peppers ) ) )
2236,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE small ) (TOPPING mint ) (TOPPING pineapple ) ) )
2237,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING parsley ) (COMPLEX_TOPPING (QUANTITY little ) (TOPPING pesto ) ) ) )
2238,(ORDER (PIZZAORDER (NUMBER eleven ) (STYLE largesize vegan pepperoni ) (COMPLEX_TOPPING (QUANTITY a little ) (TOPPING sauce ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
2239,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium sized ) (TOPPING toatoes ) (TOPPING ham ) ) )
2240,(ORDER (PIZZAORDER (NUMBER a ) (STYLE lunh ) (TOPPING roasted eggplant ) (TOPPING tuna olives ) ) )
2241,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING ricotta cheese ) (TOPPING shrimp ) ) )
2242,(ORDER (PIZZAORDER ) (PIZZAORDER (TOPPING cherry ) (TOPPING tomatoes ) ) )
2243,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (TOPPING hams ) (TOPPING feta ) (TOPPING green olives ) ) (DRINKORDER (VOLUME small ) ) (DRINKORDER (DRINKTYPE apple ) ) )
2244,(ORDER (PIZZAORDER (NUMBER up ) (TOPPING pineapples ) ) )
2245,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE med ) ) (PIZZAORDER (TOPPING roasted garlic ) (TOPPING alfredo chicken ) ) )
2246,(ORDER (PIZZAORDER (SIZE extra large ) (TOPPING shimp ) ) (PIZZAORDER (TOPPING double cheese ) ) (DRINKORDER (DRINKTYPE cokes ) ) )
2247,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING red onions ) (TOPPING dried ) (TOPPING tomatoes ) (TOPPING doule ) ) )
2248,(ORDER (PIZZAORDER (NUMBER eight ) (TOPPING hummus ) (TOPPING balsamic glaze ) ) )
2249,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pineapple ) ) )
2250,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING arugula ) (TOPPING shrimp ) (TOPPING peas ) ) )
2251,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE glutn free crust ) (TOPPING mushrooms ) (TOPPING pinapple ) ) )
2252,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE sied green ) (TOPPING peppers ) ) (PIZZAORDER ) )
2253,(ORDER (PIZZAORDER ) (PIZZAORDER (STYLE mdium size ) (TOPPING ricotta cheese ) (TOPPING red onons ) ) )
2254,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE high rise ) (STYLE chicken ) (TOPPING alfredo ) (TOPPING sriracha ) (TOPPING sauce ) ) )
2255,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE small ) (TOPPING peppers ) (TOPPING meatball ) ) )
2256,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING roasted eggplant ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING anchovies ) ) ) )
2257,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium size ) (STYLE jalepenos ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING alfredo chicken ) ) ) )
2258,(ORDER (DRINKORDER (NUMBER a ) ) (DRINKORDER (SIZE medium ) ) (DRINKORDER (DRINKTYPE iced ) ) (DRINKORDER (DRINKTYPE tea ) ) )
